id	sexo	idade	vinculo	estacionamento	instalacoes	ambiente
1910	Feminino	36	Servidor	Ótimo	Ótimo	Bom
1911	Feminino	35	Servidor	Ruim	Regular	Bom
1912	Feminino	48	Servidor	Ótimo	Ótimo	Bom
1913	Feminino	25	Servidor	Ótimo	Ótimo	Ótimo
1914	Feminino	43	Servidor	Ruim	Regular	Bom
1915	Masculino	37	Servidor	Ruim	Ótimo	Bom
1916	Feminino	38	Servidor	Regular	Ótimo	Bom
1917	Feminino	40	Servidor	Regular	Regular	Regular
1918	Masculino	45	Terceirizado	Regular	Ótimo	Ótimo
1919	Masculino	43	Servidor	Ótimo	Ótimo	Ótimo
1920	Masculino	59	Servidor	Regular	Ótimo	Bom
1921	Feminino	27	Servidor	Bom	Bom	Bom
1922	Feminino	20	Estagiário	Bom	Bom	Bom
1923	Feminino	43	Servidor	Regular	Bom	Bom
1924	Feminino	30	Servidor	Regular	Ruim	Bom
1925	Feminino	29	Servidor	Regular	Ruim	Ótimo
1926	Masculino	28	Servidor	Ruim	Bom	Ótimo
1927	Feminino	37	Servidor	Bom	Ruim	Bom
1928	Masculino	29	Terceirizado	Ruim	Ótimo	Ótimo
1929	Feminino	35	Servidor	Bom	Bom	Bom
1930	Feminino	37	Servidor	Regular	Bom	Bom
1931	Feminino	42	Servidor	Bom	Bom	Bom
1932	Masculino	29	Terceirizado	Ruim	Ótimo	Bom
1933	Masculino	20	Estagiário	Regular	Ótimo	Ótimo
1934	Masculino	32	Terceirizado	Bom	Ruim	Ótimo
1935	Feminino	35	Terceirizado	Bom	Ótimo	Ótimo
1936	Masculino	42	Terceirizado	Regular	Ótimo	Ótimo
1937	Masculino	30	Servidor	Ruim	Regular	Bom
1938	Masculino	27	Servidor	Regular	Ótimo	Bom
1939	Masculino	30	Servidor	Ruim	Regular	Regular
1940	Feminino	38	Servidor	Ruim	Ótimo	Ótimo
1941	Masculino	41	Servidor	Bom	Ótimo	Bom
1942	Masculino	21	Estagiário	Regular	Ruim	Ótimo
1943	Feminino	31	Servidor	Regular	Ótimo	Ótimo
1944	Masculino	41	Servidor	Bom	Bom	Ótimo
1945	Feminino	29	Servidor	Ruim	Regular	Bom
1946	Feminino	22	Estagiário	Regular	Ótimo	Ótimo
1947	Masculino	33	Servidor	Regular	Ótimo	Ruim
1948	Masculino	36	Servidor	Bom	Bom	Bom
1949	Feminino	38	Servidor	Bom	Ótimo	Bom
1950	Feminino	28	Terceirizado	Regular	Ótimo	Ótimo
1951	Masculino	26	Servidor	Bom	Ótimo	Bom
1952	Masculino	40	Servidor	Regular	Ótimo	Ótimo
1953	Feminino	21	Estagiário	Regular	Ótimo	Regular
1954	Feminino	29	Servidor	Ruim	Regular	Bom
1955	Masculino	19	Estagiário	Bom	Bom	Ótimo
1956	Feminino	21	Estagiário	Ruim	Bom	Ótimo
1957	Masculino	36	Servidor	Bom	Bom	Bom
1958	Feminino	22	Estagiário	Bom	Ótimo	Ótimo
1959	Masculino	33	Servidor	Regular	Ótimo	Regular
1960	Feminino	44	Servidor	Regular	Ótimo	Bom
1961	Feminino	40	Servidor	Ruim	Regular	Ótimo
1962	Feminino	43	Servidor	Regular	Ótimo	Ótimo
1963	Masculino	43	Servidor	Regular	Bom	Regular
1964	Feminino	36	Servidor	Bom	Bom	Ótimo
1965	Feminino	29	Servidor	Ruim	Ótimo	Bom
1966	Feminino	43	Servidor	Regular	Ótimo	Ótimo
1967	Masculino	20	Estagiário	Bom	Regular	Ótimo
1968	Feminino	30	Servidor	Regular	Regular	Ótimo
1969	Feminino	35	Terceirizado	Bom	Bom	Ótimo
1970	Feminino	18	Estagiário	Bom	Ótimo	Ruim
1971	Masculino	39	Terceirizado	Bom	Ótimo	Ótimo
1972	Feminino	53	Servidor	Bom	Bom	Bom
1973	Feminino	39	Servidor	Ruim	Bom	Bom
1974	Feminino	35	Servidor	Regular	Bom	Bom
1975	Feminino	44	Servidor	Regular	Ótimo	Bom
1976	Feminino	23	Estagiário	Bom	Bom	Bom
1977	Feminino	22	Estagiário	Bom	Ruim	Bom
1978	Feminino	37	Servidor	Regular	Ótimo	Ótimo
1979	Feminino	34	Servidor	Regular	Bom	Bom
1980	Feminino	43	Terceirizado	Bom	Bom	Regular
1981	Feminino	28	Servidor	Regular	Ótimo	Bom
1982	Masculino	27	Servidor	Ruim	Ótimo	Bom
1983	Masculino	35	Terceirizado	Bom	Bom	Bom
1984	Feminino	42	Servidor	Bom	Bom	Bom
1985	Masculino	39	Servidor	Regular	Ótimo	Ruim
1986	Masculino	43	Terceirizado	Regular	Ótimo	Bom
1987	Masculino	46	Servidor	Regular	Ótimo	Bom
1988	Masculino	43	Terceirizado	Ruim	Ótimo	Ótimo
1989	Feminino	28	Servidor	Regular	Ótimo	Ruim
1990	Masculino	20	Estagiário	Bom	Regular	Ótimo
1991	Masculino	24	Terceirizado	Ruim	Bom	Ótimo
1992	Feminino	32	Servidor	Ruim	Ótimo	Bom
1993	Feminino	35	Servidor	Regular	Ótimo	Regular
1994	Feminino	35	Terceirizado	Regular	Ótimo	Ótimo
1995	Feminino	31	Servidor	Bom	Regular	Bom
1996	Masculino	48	Servidor	Bom	Ótimo	Bom
1997	Masculino	37	Terceirizado	Ruim	Bom	Ótimo
1998	Feminino	29	Terceirizado	Ótimo	Bom	Bom
1999	Feminino	32	Servidor	Bom	Bom	Ótimo
2000	Feminino	33	Servidor	Bom	Regular	Ótimo
2001	Masculino	23	Servidor	Bom	Ótimo	Regular
2002	Masculino	42	Terceirizado	Bom	Ótimo	Ótimo
2003	Feminino	34	Servidor	Bom	Ótimo	Bom
2004	Feminino	26	Servidor	Regular	Ruim	Bom
2005	Feminino	37	Terceirizado	Ruim	Ruim	Ótimo
2006	Masculino	19	Estagiário	Ruim	Ótimo	Ótimo
2007	Masculino	35	Terceirizado	Regular	Ótimo	Ótimo
2008	Masculino	46	Servidor	Ótimo	Ótimo	Bom
2009	Feminino	27	Servidor	Bom	Bom	Regular
2010	Feminino	34	Terceirizado	Regular	Bom	Ótimo
2011	Feminino	37	Servidor	Regular	Ótimo	Ótimo
2012	Feminino	33	Servidor	Regular	Ótimo	Bom
2013	Feminino	38	Terceirizado	Regular	Ótimo	Bom
2014	Masculino	39	Terceirizado	Bom	Bom	Bom
2015	Masculino	41	Servidor	Ruim	Bom	Regular
2016	Masculino	32	Servidor	Bom	Ótimo	Ótimo
2017	Feminino	34	Servidor	Ruim	Ótimo	Ótimo
2018	Feminino	27	Terceirizado	Ruim	Bom	Ótimo
2019	Feminino	19	Estagiário	Regular	Bom	Ótimo
2020	Feminino	39	Servidor	Bom	Bom	Bom
2021	Masculino	56	Servidor	Bom	Ótimo	Bom
2022	Masculino	34	Servidor	Regular	Ótimo	Bom
2023	Masculino	27	Servidor	Regular	Ótimo	Bom
2024	Feminino	30	Servidor	Bom	Ótimo	Bom
2025	Feminino	34	Servidor	Bom	Bom	Bom
2026	Feminino	37	Servidor	Regular	Bom	Bom
2027	Masculino	45	Terceirizado	Regular	Ótimo	Ótimo
2028	Masculino	29	Servidor	Bom	Ótimo	Ótimo
2029	Feminino	33	Terceirizado	Ruim	Bom	Ótimo
2030	Feminino	39	Terceirizado	Regular	Bom	Ótimo
2031	Feminino	21	Estagiário	Bom	Ótimo	Ótimo
2032	Masculino	39	Servidor	Bom	Bom	Bom
2033	Feminino	38	Servidor	Bom	Bom	Ruim
2034	Feminino	38	Servidor	Bom	Ótimo	Bom
2035	Masculino	43	Servidor	Regular	Ótimo	Ruim
2036	Masculino	39	Servidor	Bom	Ótimo	Ótimo
2037	Masculino	41	Servidor	Bom	Ótimo	Bom
2038	Feminino	40	Servidor	Regular	Regular	Ótimo
2039	Feminino	28	Servidor	Regular	Regular	Ótimo
2040	Masculino	33	Servidor	Ruim	Ótimo	Regular
2041	Feminino	25	Servidor	Bom	Ótimo	Bom
2042	Masculino	30	Servidor	Regular	Ruim	Ótimo
2043	Feminino	32	Servidor	Bom	Ótimo	Bom
2044	Feminino	33	Servidor	Ótimo	Bom	Regular
2045	Masculino	21	Estagiário	Regular	Bom	Ótimo
2046	Masculino	34	Servidor	Regular	Ótimo	Ótimo
2047	Feminino	36	Servidor	Bom	Ótimo	Bom
2048	Feminino	36	Servidor	Regular	Bom	Bom
2049	Masculino	38	Servidor	Bom	Bom	Bom
2050	Masculino	33	Servidor	Bom	Bom	Bom
2051	Masculino	36	Servidor	Bom	Ótimo	Regular
2052	Feminino	31	Servidor	Bom	Ótimo	Ótimo
2053	Feminino	31	Terceirizado	Regular	Ótimo	Regular
2054	Feminino	34	Servidor	Bom	Ótimo	Bom
2055	Masculino	35	Servidor	Bom	Ótimo	Regular
2056	Feminino	31	Servidor	Bom	Bom	Bom
2057	Feminino	23	Estagiário	Bom	Regular	Ótimo
2058	Feminino	41	Terceirizado	Regular	Ótimo	Ótimo
2059	Masculino	36	Servidor	Ruim	Ótimo	Bom
2060	Masculino	31	Terceirizado	Bom	Ruim	Bom
2061	Masculino	37	Servidor	Regular	Ruim	Bom
2062	Feminino	40	Servidor	Regular	Bom	Bom
2063	Masculino	41	Servidor	Bom	Bom	Bom
2064	Masculino	28	Servidor	Bom	Ótimo	Bom
2065	Masculino	22	Servidor	Regular	Ótimo	Bom
2066	Feminino	23	Terceirizado	Regular	Regular	Bom
2067	Feminino	43	Servidor	Bom	Bom	Bom
2068	Feminino	23	Estagiário	Regular	Bom	Ótimo
2069	Feminino	35	Servidor	Bom	Bom	Regular
2070	Feminino	27	Terceirizado	Bom	Regular	Bom
2071	Feminino	29	Servidor	Regular	Ótimo	Bom
2072	Feminino	35	Servidor	Bom	Ótimo	Regular
2073	Masculino	34	Servidor	Bom	Bom	Bom
2074	Masculino	42	Terceirizado	Bom	Bom	Bom
2075	Feminino	38	Servidor	Bom	Ótimo	Bom
2076	Feminino	39	Servidor	Bom	Ótimo	Ótimo
2077	Feminino	38	Servidor	Ruim	Ótimo	Ótimo
2078	Masculino	36	Servidor	Regular	Ótimo	Bom
2079	Masculino	31	Servidor	Ruim	Ótimo	Ótimo
2080	Masculino	31	Servidor	Regular	Ótimo	Ótimo
2081	Feminino	31	Servidor	Ótimo	Regular	Bom
2082	Feminino	35	Servidor	Bom	Ótimo	Bom
2083	Masculino	21	Estagiário	Ótimo	Bom	Bom
2084	Feminino	32	Terceirizado	Regular	Bom	Ótimo
2085	Masculino	43	Servidor	Regular	Bom	Bom
2086	Feminino	36	Servidor	Regular	Ótimo	Bom
2087	Feminino	29	Servidor	Bom	Bom	Ruim
2088	Feminino	38	Servidor	Regular	Ótimo	Ruim
2089	Feminino	31	Servidor	Bom	Bom	Regular
2090	Feminino	21	Estagiário	Bom	Bom	Ótimo
2091	Feminino	34	Servidor	Regular	Ótimo	Ótimo
2092	Masculino	46	Terceirizado	Bom	Ótimo	Ótimo
2093	Feminino	36	Servidor	Bom	Ótimo	Bom
2094	Masculino	28	Servidor	Regular	Ótimo	Bom
2095	Masculino	38	Servidor	Bom	Ótimo	Bom
2096	Feminino	38	Terceirizado	Bom	Ótimo	Regular
2097	Masculino	48	Terceirizado	Bom	Bom	Bom
2098	Masculino	38	Servidor	Ótimo	Bom	Bom
2099	Feminino	42	Servidor	Bom	Ótimo	Regular
2100	Masculino	34	Servidor	Bom	Bom	Bom
2101	Masculino	28	Terceirizado	Ótimo	Bom	Ótimo
2102	Masculino	35	Servidor	Regular	Bom	Ótimo
2103	Feminino	37	Servidor	Ruim	Ótimo	Regular
2104	Feminino	22	Estagiário	Regular	Bom	Ótimo
2105	Feminino	34	Servidor	Bom	Bom	Bom
2106	Feminino	39	Servidor	Regular	Ótimo	Bom
2107	Feminino	23	Estagiário	Bom	Ótimo	Ótimo
2108	Masculino	38	Servidor	Regular	Bom	Bom
2109	Feminino	38	Servidor	Bom	Ótimo	Ótimo
2110	Feminino	35	Servidor	Regular	Ótimo	Bom
2111	Masculino	42	Terceirizado	Ruim	Bom	Bom
2112	Feminino	36	Servidor	Regular	Ótimo	Bom
2113	Feminino	24	Terceirizado	Ruim	Bom	Ótimo
2114	Masculino	41	Terceirizado	Regular	Ótimo	Ótimo
2115	Feminino	27	Servidor	Regular	Bom	Bom
2116	Masculino	29	Servidor	Bom	Ótimo	Bom
2117	Feminino	19	Estagiário	Regular	Ótimo	Ótimo
2118	Feminino	40	Servidor	Bom	Regular	Bom
2119	Feminino	29	Servidor	Regular	Ruim	Ótimo
2120	Feminino	39	Servidor	Regular	Ótimo	Bom
2121	Masculino	39	Servidor	Bom	Bom	Regular
2122	Feminino	44	Servidor	Regular	Ótimo	Bom
2123	Masculino	40	Terceirizado	Regular	Bom	Ótimo
2124	Feminino	52	Servidor	Ruim	Ótimo	Bom
2125	Feminino	39	Servidor	Bom	Regular	Bom
2126	Masculino	26	Terceirizado	Bom	Ótimo	Ótimo
2127	Masculino	29	Terceirizado	Regular	Bom	Bom
2128	Masculino	28	Servidor	Bom	Ótimo	Ótimo
2129	Masculino	21	Terceirizado	Regular	Ótimo	Ótimo
2130	Masculino	36	Servidor	Regular	Ótimo	Bom
2131	Feminino	45	Servidor	Bom	Ótimo	Regular
2132	Feminino	47	Servidor	Bom	Ótimo	Ótimo
2133	Masculino	22	Estagiário	Bom	Bom	Ótimo
2134	Masculino	45	Servidor	Bom	Ótimo	Ótimo
2135	Feminino	43	Servidor	Regular	Ótimo	Bom
2136	Feminino	35	Servidor	Bom	Ótimo	Bom
2137	Feminino	34	Servidor	Bom	Bom	Bom
2138	Masculino	31	Servidor	Ruim	Bom	Bom
2139	Feminino	39	Servidor	Regular	Ótimo	Bom
2140	Feminino	34	Servidor	Bom	Bom	Bom
2141	Feminino	30	Servidor	Bom	Regular	Bom
2142	Masculino	32	Terceirizado	Regular	Bom	Bom
2143	Feminino	36	Terceirizado	Ruim	Bom	Ótimo
2144	Feminino	29	Servidor	Ruim	Bom	Ótimo
2145	Feminino	36	Servidor	Bom	Ótimo	Bom
2146	Feminino	22	Estagiário	Regular	Bom	Ótimo
2147	Feminino	48	Servidor	Regular	Bom	Ótimo
2148	Masculino	36	Servidor	Regular	Ótimo	Regular
2149	Feminino	39	Servidor	Regular	Regular	Bom
2150	Masculino	34	Servidor	Regular	Bom	Bom
2151	Feminino	36	Servidor	Regular	Ótimo	Ótimo
2152	Masculino	28	Servidor	Bom	Ótimo	Ótimo
2153	Masculino	34	Servidor	Bom	Bom	Bom
2154	Masculino	32	Terceirizado	Regular	Ótimo	Ótimo
2155	Masculino	39	Servidor	Bom	Bom	Regular
2156	Feminino	22	Estagiário	Bom	Bom	Ótimo
2157	Feminino	19	Estagiário	Bom	Ótimo	Ótimo
2158	Masculino	20	Estagiário	Bom	Bom	Ótimo
2159	Masculino	44	Terceirizado	Regular	Bom	Ótimo
2160	Feminino	22	Estagiário	Bom	Bom	Ótimo
2161	Masculino	30	Servidor	Bom	Ótimo	Ruim
2162	Masculino	43	Servidor	Bom	Ótimo	Bom
2163	Masculino	33	Servidor	Ruim	Ótimo	Regular
2164	Feminino	41	Terceirizado	Bom	Ótimo	Ótimo
2165	Masculino	33	Servidor	Bom	Bom	Bom
2166	Masculino	37	Servidor	Regular	Bom	Ótimo
2167	Masculino	19	Estagiário	Bom	Ótimo	Ótimo
2168	Feminino	21	Estagiário	Bom	Bom	Ótimo
2169	Feminino	39	Terceirizado	Bom	Ótimo	Ótimo
2170	Masculino	39	Servidor	Bom	Regular	Regular
2171	Feminino	42	Servidor	Regular	Regular	Ótimo
2172	Masculino	19	Estagiário	Bom	Regular	Ótimo
2173	Feminino	33	Terceirizado	Ótimo	Bom	Ótimo
2174	Masculino	34	Servidor	Bom	Ótimo	Bom
2175	Feminino	37	Servidor	Regular	Ótimo	Ótimo
2176	Feminino	29	Servidor	Regular	Bom	Bom
2177	Masculino	30	Servidor	Bom	Bom	Bom
2178	Feminino	48	Terceirizado	Bom	Bom	Ótimo
2179	Feminino	38	Servidor	Regular	Ótimo	Bom
2180	Feminino	31	Terceirizado	Bom	Ótimo	Ótimo
2181	Masculino	35	Terceirizado	Bom	Ótimo	Ótimo
2182	Masculino	41	Servidor	Bom	Bom	Bom
2183	Masculino	28	Terceirizado	Regular	Regular	Ótimo
2184	Masculino	29	Servidor	Bom	Regular	Ótimo
2185	Feminino	33	Terceirizado	Bom	Ótimo	Ótimo
2186	Masculino	19	Estagiário	Bom	Regular	Bom
2187	Feminino	36	Servidor	Regular	Ótimo	Ótimo
2188	Masculino	21	Estagiário	Bom	Ótimo	Ótimo
2189	Masculino	40	Terceirizado	Bom	Bom	Ótimo
2190	Masculino	31	Servidor	Ruim	Ótimo	Ótimo
2191	Feminino	41	Terceirizado	Regular	Bom	Bom
2192	Masculino	42	Servidor	Bom	Ótimo	Bom
2193	Feminino	36	Servidor	Bom	Ótimo	Bom
2194	Masculino	33	Terceirizado	Regular	Ótimo	Ótimo
2195	Masculino	42	Servidor	Ótimo	Ótimo	Ótimo
2196	Masculino	34	Servidor	Ruim	Ótimo	Regular
2197	Feminino	39	Servidor	Bom	Ótimo	Bom
2198	Feminino	43	Servidor	Regular	Ótimo	Bom
2199	Feminino	32	Servidor	Regular	Ótimo	Ruim
2200	Masculino	40	Servidor	Bom	Regular	Bom
2201	Feminino	23	Estagiário	Bom	Ótimo	Ótimo
2202	Masculino	39	Servidor	Bom	Bom	Bom
2203	Feminino	29	Servidor	Regular	Ótimo	Bom
2204	Feminino	33	Servidor	Bom	Ótimo	Bom
2205	Feminino	23	Estagiário	Regular	Regular	Ótimo
2206	Feminino	27	Servidor	Bom	Ótimo	Bom
2207	Feminino	38	Servidor	Bom	Ótimo	Bom
2208	Feminino	33	Servidor	Regular	Bom	Bom
2209	Masculino	37	Servidor	Bom	Bom	Bom
2210	Feminino	38	Servidor	Regular	Ótimo	Bom
2211	Feminino	32	Servidor	Ruim	Ótimo	Bom
2212	Masculino	21	Servidor	Regular	Ótimo	Bom
2213	Masculino	33	Terceirizado	Regular	Regular	Ótimo
2214	Masculino	36	Servidor	Ótimo	Ruim	Regular
2215	Feminino	31	Servidor	Bom	Bom	Regular
2216	Feminino	34	Terceirizado	Bom	Ótimo	Ótimo
2217	Masculino	33	Servidor	Bom	Ótimo	Regular
2218	Feminino	31	Servidor	Regular	Bom	Bom
2219	Feminino	27	Servidor	Regular	Ótimo	Bom
2220	Feminino	37	Servidor	Bom	Ótimo	Bom
2221	Feminino	34	Servidor	Bom	Regular	Bom
2222	Feminino	26	Servidor	Regular	Bom	Bom
2223	Masculino	26	Servidor	Regular	Regular	Ótimo
2224	Masculino	35	Terceirizado	Bom	Ótimo	Ótimo
2225	Masculino	34	Terceirizado	Regular	Ótimo	Ótimo
2226	Feminino	43	Servidor	Ótimo	Bom	Bom
2227	Masculino	30	Servidor	Bom	Ótimo	Regular
2228	Feminino	21	Estagiário	Bom	Ótimo	Ótimo
2229	Masculino	31	Servidor	Regular	Bom	Regular
2230	Masculino	30	Servidor	Bom	Bom	Bom
2231	Masculino	36	Servidor	Regular	Ótimo	Bom
2232	Masculino	43	Servidor	Regular	Ótimo	Bom
2233	Masculino	38	Servidor	Regular	Ótimo	Regular
2234	Feminino	29	Servidor	Ruim	Ótimo	Bom
2235	Masculino	29	Servidor	Regular	Regular	Bom
2236	Masculino	31	Servidor	Bom	Bom	Ótimo
2237	Masculino	22	Terceirizado	Regular	Ótimo	Ótimo
2238	Masculino	43	Servidor	Bom	Ótimo	Ruim
2239	Masculino	32	Servidor	Bom	Bom	Bom
2240	Masculino	23	Terceirizado	Regular	Ótimo	Bom
2241	Masculino	24	Servidor	Bom	Bom	Ótimo
2242	Masculino	28	Servidor	Ruim	Regular	Bom
2243	Masculino	44	Servidor	Regular	Regular	Bom
2244	Masculino	22	Estagiário	Regular	Ótimo	Regular
2245	Masculino	33	Servidor	Bom	Ótimo	Ótimo
2246	Feminino	29	Servidor	Regular	Ótimo	Bom
2247	Feminino	38	Servidor	Regular	Ótimo	Bom
2248	Masculino	34	Servidor	Bom	Bom	Bom
2249	Masculino	48	Terceirizado	Bom	Bom	Ótimo
2250	Masculino	42	Servidor	Bom	Regular	Bom
2251	Masculino	38	Servidor	Bom	Ótimo	Ruim
2252	Masculino	36	Servidor	Regular	Bom	Regular
2253	Feminino	23	Estagiário	Bom	Ótimo	Ótimo
2254	Masculino	44	Terceirizado	Bom	Ótimo	Ótimo
2255	Masculino	37	Servidor	Regular	Ótimo	Bom
2256	Feminino	33	Servidor	Ruim	Bom	Ótimo
2257	Masculino	31	Terceirizado	Regular	Ótimo	Bom
2258	Masculino	39	Servidor	Regular	Ótimo	Bom
2259	Masculino	27	Servidor	Bom	Ótimo	Bom
2260	Masculino	37	Servidor	Ruim	Bom	Regular
2261	Masculino	44	Terceirizado	Bom	Ótimo	Ótimo
2262	Feminino	21	Estagiário	Regular	Bom	Ótimo
2263	Masculino	32	Servidor	Bom	Ótimo	Bom
2264	Masculino	22	Estagiário	Bom	Regular	Ótimo
2265	Feminino	36	Servidor	Ruim	Ótimo	Bom
2266	Feminino	23	Servidor	Regular	Regular	Ruim
2267	Feminino	21	Estagiário	Bom	Bom	Ótimo
2268	Feminino	44	Servidor	Regular	Ótimo	Ruim
2269	Masculino	34	Servidor	Ótimo	Ruim	Bom
2270	Masculino	36	Servidor	Regular	Bom	Regular
2271	Masculino	37	Servidor	Regular	Ótimo	Ótimo
2272	Masculino	33	Terceirizado	Regular	Regular	Bom
2273	Masculino	39	Servidor	Bom	Ótimo	Ruim
2274	Masculino	28	Servidor	Ruim	Ótimo	Bom
2275	Masculino	37	Servidor	Regular	Ótimo	Regular
2276	Feminino	18	Estagiário	Regular	Bom	Bom
2277	Feminino	41	Terceirizado	Bom	Bom	Bom
2278	Feminino	28	Terceirizado	Regular	Ótimo	Ótimo
2279	Feminino	29	Servidor	Regular	Bom	Bom
2280	Masculino	29	Terceirizado	Bom	Regular	Ótimo
2281	Masculino	38	Servidor	Regular	Regular	Bom
2282	Masculino	31	Servidor	Regular	Ótimo	Bom
2283	Masculino	28	Servidor	Bom	Ruim	Bom
2284	Feminino	36	Servidor	Bom	Regular	Bom
2285	Feminino	32	Servidor	Bom	Ótimo	Ótimo
2286	Masculino	39	Terceirizado	Regular	Bom	Ótimo
2287	Feminino	27	Servidor	Bom	Ótimo	Ótimo
2288	Feminino	39	Terceirizado	Ruim	Bom	Bom
2289	Masculino	40	Servidor	Regular	Ruim	Regular
2290	Masculino	38	Servidor	Bom	Bom	Bom
2291	Masculino	19	Estagiário	Bom	Regular	Ótimo
2292	Feminino	40	Servidor	Bom	Ótimo	Bom
2293	Masculino	31	Servidor	Ótimo	Regular	Bom
2294	Masculino	21	Estagiário	Bom	Ótimo	Ótimo
2295	Masculino	30	Servidor	Bom	Bom	Ótimo
2296	Masculino	32	Servidor	Regular	Bom	Regular
2297	Masculino	23	Estagiário	Regular	Ótimo	Ótimo
2298	Masculino	35	Terceirizado	Regular	Ótimo	Bom
2299	Feminino	24	Servidor	Bom	Bom	Ótimo
2300	Feminino	42	Servidor	Ruim	Ótimo	Bom
2301	Feminino	24	Servidor	Ruim	Ótimo	Bom
2302	Masculino	22	Estagiário	Ruim	Bom	Ótimo
2303	Feminino	26	Servidor	Ruim	Ótimo	Bom
2304	Masculino	18	Estagiário	Regular	Bom	Ótimo
2305	Feminino	36	Servidor	Regular	Bom	Ótimo
2306	Feminino	38	Terceirizado	Ótimo	Ótimo	Ótimo
2307	Feminino	19	Estagiário	Regular	Ótimo	Ótimo
2308	Feminino	38	Servidor	Bom	Ótimo	Regular
2309	Masculino	31	Servidor	Regular	Ótimo	Bom
2310	Masculino	28	Servidor	Bom	Ótimo	Bom
2311	Feminino	36	Servidor	Regular	Ruim	Bom
2312	Masculino	33	Servidor	Regular	Bom	Regular
2313	Masculino	31	Servidor	Bom	Bom	Regular
2314	Masculino	35	Servidor	Bom	Ótimo	Bom
2315	Feminino	21	Estagiário	Regular	Ótimo	Ótimo
2316	Feminino	41	Servidor	Regular	Bom	Ótimo
2317	Feminino	18	Estagiário	Regular	Bom	Ótimo
2318	Feminino	28	Terceirizado	Bom	Bom	Ótimo
2319	Feminino	29	Servidor	Regular	Bom	Ótimo
2320	Masculino	35	Servidor	Bom	Bom	Regular
2321	Feminino	33	Servidor	Regular	Regular	Bom
2322	Feminino	40	Servidor	Bom	Ótimo	Bom
2323	Masculino	40	Servidor	Bom	Bom	Regular
2324	Masculino	42	Servidor	Bom	Bom	Ótimo
2325	Masculino	33	Servidor	Regular	Ótimo	Bom
2326	Feminino	55	Servidor	Regular	Ótimo	Ótimo
2327	Feminino	34	Servidor	Regular	Ótimo	Ótimo
2328	Masculino	20	Estagiário	Bom	Ótimo	Ótimo
2329	Masculino	21	Estagiário	Regular	Ótimo	Bom
2330	Feminino	34	Servidor	Bom	Ótimo	Bom
2331	Feminino	29	Terceirizado	Regular	Regular	Ótimo
2332	Masculino	40	Terceirizado	Ótimo	Ótimo	Ótimo
2333	Masculino	39	Servidor	Bom	Ótimo	Regular
2334	Feminino	42	Servidor	Regular	Ótimo	Bom
2335	Masculino	32	Terceirizado	Regular	Regular	Ótimo
2336	Masculino	23	Servidor	Bom	Ruim	Bom
2337	Masculino	36	Servidor	Bom	Bom	Regular
2338	Masculino	50	Terceirizado	Bom	Ótimo	Ótimo
2339	Masculino	37	Servidor	Bom	Ótimo	Bom
2340	Feminino	37	Servidor	Bom	Bom	Bom
2341	Masculino	32	Terceirizado	Bom	Ótimo	Ótimo
2342	Feminino	36	Servidor	Regular	Ótimo	Regular
2343	Feminino	28	Terceirizado	Ruim	Ótimo	Ótimo
2344	Feminino	30	Servidor	Regular	Ótimo	Ótimo
2345	Masculino	37	Terceirizado	Regular	Ruim	Ótimo
2346	Masculino	34	Terceirizado	Regular	Ótimo	Ótimo
2347	Masculino	25	Servidor	Bom	Bom	Bom
2348	Masculino	37	Servidor	Ruim	Ótimo	Bom
2349	Masculino	49	Servidor	Regular	Bom	Bom
2350	Feminino	35	Servidor	Ótimo	Bom	Bom
2351	Feminino	35	Terceirizado	Regular	Bom	Ótimo
2352	Feminino	33	Servidor	Ruim	Bom	Regular
2353	Feminino	33	Servidor	Bom	Ótimo	Bom
2354	Masculino	21	Estagiário	Regular	Bom	Ótimo
2355	Masculino	43	Servidor	Ruim	Bom	Regular
2356	Masculino	32	Servidor	Regular	Ótimo	Bom
2357	Masculino	36	Servidor	Ruim	Ótimo	Bom
2358	Masculino	31	Terceirizado	Regular	Bom	Ótimo
2359	Feminino	27	Terceirizado	Bom	Regular	Ótimo
2360	Masculino	21	Servidor	Regular	Bom	Ótimo
2361	Masculino	34	Terceirizado	Bom	Ótimo	Ótimo
2362	Masculino	33	Servidor	Regular	Bom	Bom
2363	Feminino	34	Terceirizado	Regular	Bom	Ruim
2364	Masculino	42	Servidor	Regular	Ótimo	Bom
2365	Masculino	40	Terceirizado	Regular	Regular	Ótimo
2366	Feminino	36	Servidor	Bom	Ótimo	Regular
2367	Masculino	31	Terceirizado	Regular	Ótimo	Ótimo
2368	Masculino	33	Servidor	Ótimo	Ótimo	Regular
2369	Feminino	44	Servidor	Regular	Ótimo	Ótimo
2370	Masculino	36	Servidor	Ruim	Bom	Bom
2371	Masculino	32	Servidor	Ruim	Ótimo	Bom
2372	Masculino	32	Terceirizado	Ótimo	Ótimo	Ótimo
2373	Feminino	45	Terceirizado	Ótimo	Bom	Bom
2374	Feminino	36	Servidor	Regular	Bom	Bom
2375	Feminino	31	Servidor	Ruim	Bom	Bom
2376	Masculino	22	Estagiário	Ruim	Ótimo	Bom
2377	Masculino	33	Servidor	Ruim	Ótimo	Bom
2378	Feminino	47	Servidor	Bom	Ótimo	Bom
2379	Masculino	19	Estagiário	Regular	Ótimo	Ótimo
2380	Feminino	32	Servidor	Regular	Bom	Bom
